Page,出願記事,登録記事,権利者記事,発明等の名称(漢字)記事,請求項の数記事,登録細項目記事,最終納付年分記事,更新日付
page-5457639,特許2008-074829(2008/03/24),5457639,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,半導体式の光電子増倍器及びシンチレータを用いたフォトン計数ＣＴ検出器,8,本権利は抹消されていない存続期間満了日(2028/03/24),10年,(2023/01/04)
page-5457642,特許2008-123270(2008/05/09),5457642,アメリカ合衆国(500431519)ザ　コカ・コーラ　カンパニー,飲料ディスペンサ,3,本権利は抹消されていない存続期間満了日(2028/05/09),10年,(2023/01/04)
page-5457670,特許2008-521542(2006/07/12),5457670,アメリカ合衆国(503399964)カレント　ライティング　ソリューションズ，エルエルシー アメリカ合衆国(308023136)ムラコヴィッチ　マシュー アメリカ合衆国(308023125)ブレンガートナー　ロナルド　ジュニア,ＬＥＤストリング照明エンジン,8,本権利は抹消されていない存続期間満了日(2026/07/12),10年,(2023/01/04)
page-5457702,特許2009-077938(2009/03/27),5457702,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,酸化ビスマス及び酸化ビスマスから生成される粒子からなるシリコーンゴム組成物,9,本権利は抹消されていない存続期間満了日(2029/03/27),10年,(2023/01/04)
page-5457762,特許2009-199925(2009/08/31),5457762,アメリカ合衆国(300057230)セミコンダクター・コンポーネンツ・インダストリーズ・リミテッド・ライアビリティ・カンパニー,回路装置及びその製造方法,4,本権利は抹消されていない存続期間満了日(2029/08/31),10年,(2023/01/04)
page-5457788,特許2009-241944(2009/10/21),5457788,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,改良型適応ビーム形成向けのクラッタフィルタ処理のためのシステム及び方法,11,本権利は抹消されていない存続期間満了日(2029/10/21),10年,(2023/01/04)
page-5457896,特許2010-065391(2010/03/23),5457896,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,画像収集時に放射線線量使用の遠隔報告を行うシステムおよび方法,20,本権利は抹消されていない存続期間満了日(2030/03/23),10年,(2023/01/04)
page-5457927,特許2010-100028(2010/04/23),5457927,アメリカ合衆国(300057230)セミコンダクター・コンポーネンツ・インダストリーズ・リミテッド・ライアビリティ・カンパニー,発光素子の制御回路,5,本権利は抹消されていない存続期間満了日(2030/04/23),10年,(2023/01/04)
page-5457965,特許2010-165415(2010/07/23),5457965,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,回転機械におけるクリアランス制御用のシステム及び方法,8,本権利は抹消されていない存続期間満了日(2030/07/23),10年,(2023/01/04)
page-5458067,特許2011-175735(2004/03/09),5458067,フランス国(508372630)オベルトゥル　テクノロジ,異なる電子エンティティ間の通信方法,19,本権利は抹消されていない存続期間満了日(2024/03/09),10年,(2023/01/04)
page-5458087,特許2011-500807(2009/03/19),5458087,アメリカ合衆国(500106743)エス．シー．　ジョンソン　アンド　サン、インコーポレイテッド,エアゾール散布器,9,本権利は抹消されていない存続期間満了日(2029/03/19),10年,(2023/01/04)
page-5458109,特許2011-542207(2009/12/01),5458109,アメリカ合衆国(505005049)スリーエム　イノベイティブ　プロパティズ　カンパニー,傾斜側壁を備える成形研磨粒子,3,本権利は抹消されていない存続期間満了日(2029/12/01),10年,(2023/01/04)
page-5458173,特許2012-517641(2010/06/22),5458173,アメリカ合衆国(500239188)ヴァリアン　セミコンダクター　イクイップメント　アソシエイツ　インコーポレイテッド,イオン源洗浄の終点検出,11,本権利は抹消されていない存続期間満了日(2030/06/22),10年,(2023/01/04)
page-5458686,特許2009-143559(2009/06/16),5458686,アメリカ合衆国テキサス　インスツルメンツ　インコーポレイテッド,降圧型コンバータ,13,本権利は抹消されていない存続期間満了日(2029/06/16),10年,(2023/01/04)
page-5459592,特許2009-187967(2009/08/14),5459592,アメリカ合衆国イー　インク　コーポレイション,電気光学装置とその駆動方法、及び電子機器,16,本権利は抹消されていない存続期間満了日(2029/08/14),10年,(2023/01/04)
page-5459684,特許2011-501011(2009/03/23),5459684,アメリカ合衆国インターナショナル・ペーパー・カンパニー,段ボールを製造するための装置,21,本権利は抹消されていない存続期間満了日(2029/03/23),10年,(2023/01/04)
page-5459807,特許2012-504697(2010/03/23),5459807,アメリカ合衆国(504199127)エヌエックスピー　ユーエスエイ　インコーポレイテッド,マルチプロセッサデータ処理システムにおけるデバッグシグナリング,5,本権利は抹消されていない存続期間満了日(2030/03/23),10年,(2023/01/04)
page-5459988,特許2008-166888(2008/06/26),5459988,フランス国(505277691)スネクマ,ツインファンターボ機械,13,本権利は抹消されていない存続期間満了日(2028/06/26),10年,(2023/01/04)
page-5460052,特許2008-521748(2006/07/19),5460052,オーストラリア(500046450)レスメド・プロプライエタリー・リミテッド,呼吸マスク及び呼吸マスクを製造する方法,19,本権利は抹消されていない存続期間満了日(2026/07/19),10年,(2023/01/04)
page-5460314,特許2009-515769(2007/06/21),5460314,ドイツ連邦共和国(509288013)ドナルドソン　フィルトレイション　ドイチュラント　ゲゼルシャフト　ミット　ベシュレンクテル　ハフツング,交換可能な挿入部を有するフィルタ,14,本権利は抹消されていない存続期間満了日(2027/06/21),10年,(2023/01/04)
page-5460337,特許2009-553265(2008/03/14),5460337,イタリア(509257396)セッティマ・メッカニカ・ソシエタ・ア・レスポンサビリタ・リミタータ,改良された歯車式油圧装置,9,本権利は抹消されていない存続期間満了日(2028/03/14),10年,(2023/01/04)
page-5460438,特許2010-094976(2010/04/16),5460438,イギリス(504394342)アーム・リミテッド,グラフィックス処理パイプライン内での画素値の生成および分解,15,本権利は抹消されていない存続期間満了日(2030/04/16),10年,(2023/01/04)
page-5460517,特許2010-177535(2004/07/13),5460517,アメリカ合衆国(505307471)インテグリス・インコーポレーテッド,回転可能ベース上に鋳造されるモノリシック多孔性パッドを作製する方法および材料,10,本権利は抹消されていない存続期間満了日(2024/07/13),10年,(2023/01/04)
page-5460586,特許2010-512334(2008/06/12),5460586,アメリカ合衆国ザ　ケマーズ　カンパニー　エフシー　リミテッド　ライアビリティ　カンパニー,Ｅ－１，１，１，４，４，４－ヘキサフルオロ－２－ブテンの共沸組成物および共沸様組成物,18,本権利は抹消されていない存続期間満了日(2028/06/12),10年,(2023/01/04)
page-5460698,特許2011-509713(2009/05/14),5460698,アメリカ合衆国(501113353)ノートンライフロック　インコーポレイテッド,安全なアプリケーションストリーミング,20,本権利は抹消されていない存続期間満了日(2029/05/14),10年,(2023/01/04)
page-5460819,特許2012-239178(2007/10/09),5460819,スイス国(311007051)シクパ　ホルディング　ソシエテ　アノニム,セキュリティマーキング認証装置,7,本権利は抹消されていない存続期間満了日(2027/10/09),10年,(2023/01/04)
page-5460847,特許2012-282710(2004/12/09),5460847,アメリカ合衆国(506110243)ノベリス・インコーポレイテッド,金属ビレットを水平鋳造及び切断する装置と方法,1,本権利は抹消されていない存続期間満了日(2024/12/09),10年,(2023/01/04)
page-5460947,特許2006-525378(2004/08/30),5460947,イギリス(397009934)グラクソ　グループ　リミテッド,新規調製方法、塩、組成物及び使用,6,本権利は抹消されていない存続期間満了日(2024/08/30),10年,(2023/01/04)
page-5461015,特許2008-545078(2006/12/12),5461015,ベルギー(305060279)グラクソスミスクライン　バイオロジカルズ　ソシエテ　アノニム,サポニンアジュバントを含むワクチン組成物,17,本権利は抹消されていない存続期間満了日(2026/12/12),10年,(2023/01/04)
page-5461036,特許2009-058596(2009/03/11),5461036,アメリカ合衆国(507362281)コヴィディエン　リミテッド　パートナーシップ,外科用ステープリングデバイスのためのラチェットメカニズム,18,本権利は抹消されていない存続期間満了日(2029/03/11),10年,(2023/01/04)
page-5461106,特許2009-194266(2009/08/25),5461106,アメリカ合衆国(300019238)ジーイー・メディカル・システムズ・グローバル・テクノロジー・カンパニー・エルエルシー,Ｘ線ＣＴ装置,11,本権利は抹消されていない存続期間満了日(2029/08/25),10年,(2023/01/04)
page-5461118,特許2009-203530(2009/09/03),5461118,アメリカ合衆国(596170170)ゼロックス　コーポレイション,ポリエステル合成,4,本権利は抹消されていない存続期間満了日(2029/09/03),10年,(2023/01/04)
page-5461191,特許2009-540874(2007/12/06),5461191,イギリス国(508296554)アトランティック・イナーシャル・システムズ・リミテッド,ジャイロスコープ又はその改善,15,本権利は抹消されていない存続期間満了日(2027/12/06),10年,(2023/01/04)
page-5461255,特許2010-060259(2010/03/17),5461255,アメリカ合衆国(300019238)ジーイー・メディカル・システムズ・グローバル・テクノロジー・カンパニー・エルエルシー,磁気共鳴イメージング装置,11,本権利は抹消されていない存続期間満了日(2030/03/17),10年,(2023/01/04)
page-5461415,特許2010-532200(2008/10/29),5461415,アメリカ合衆国(505005049)スリーエム　イノベイティブ　プロパティズ　カンパニー,歯科用組成物及び色安定アミン電子供与体を有する開始剤系,1,本権利は抹消されていない存続期間満了日(2028/10/29),10年,(2023/01/04)
page-5461426,特許2010-539456(2008/12/16),5461426,アメリカ合衆国(390040660)アプライド　マテリアルズ　インコーポレイテッド,マグネトロンスパッタリングターゲットのエロージョン特性の予測及び補正,22,本権利は抹消されていない存続期間満了日(2028/12/16),10年,(2023/01/04)
page-5461439,特許2010-548156(2009/02/27),5461439,フランス国(505277691)スネクマ,非軸対称プラットフォームを有するブレード,17,本権利は抹消されていない存続期間満了日(2029/02/27),10年,(2023/01/04)
page-5461443,特許2010-550249(2009/02/27),5461443,イギリス国(390028587)ブリティッシュ・テレコミュニケーションズ・パブリック・リミテッド・カンパニー,ビデオ符号化,14,本権利は抹消されていない存続期間満了日(2029/02/27),10年,(2023/01/04)
page-5461474,特許2011-115130(2005/05/12),5461474,ドイツ連邦共和国(599117152)フレゼニウス　メディカル　ケアー　ドイチュラント　ゲゼルシャフト　ミット　ベシュレンクテル　ハフツング,ローラポンプ,17,本権利は抹消されていない存続期間満了日(2025/05/12),10年,(2023/01/04)
page-5461522,特許2011-502909(2008/03/31),5461522,アメリカ合衆国(591020353)オーチス　エレベータ　カンパニー,エレベータかご割当制御戦略,14,本権利は抹消されていない存続期間満了日(2028/03/31),10年,(2023/01/04)
page-5461530,特許2011-510520(2009/02/26),5461530,アメリカ合衆国(503455363)レイセオン　カンパニー,高致死率で、低付帯的被害の前方発射型破砕弾頭,16,本権利は抹消されていない存続期間満了日(2029/02/26),10年,(2023/01/04)
page-5461559,特許2011-525667(2009/09/04),5461559,フランス国(593054206)フイブ・スタン,レイディアントチューブバーナ用熱回収装置,16,本権利は抹消されていない存続期間満了日(2029/09/04),10年,(2023/01/04)
page-5461623,特許2012-148051(2012/06/29),5461623,スウェーデン国(511034815)アクシス　アーベー,監視システムにおける監視データ処理,13,本権利は抹消されていない存続期間満了日(2032/06/29),10年,(2023/01/04)
page-5461691,特許2012-511317(2010/04/16),5461691,フランス国(505277691)スネクマ,ジェット騒音を低減するための側方フィンを備えたパターンを有するターボ機械ノズルカウル,9,本権利は抹消されていない存続期間満了日(2030/04/16),10年,(2023/01/04)
page-5461763,特許2006-501686(2004/01/30),5461763,スイス国(505290597)ヘルシン　ヘルスケア　ソシエテ　アノニム,パロノセトロン液状医薬製剤,10,本権利は抹消されていない存続期間満了日(2024/01/30),10年,(2023/01/04)
page-5461798,特許2008-183283(2008/07/15),5461798,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,内部漏洩流を冷却に用いるタービンシステム及び方法,11,本権利は抹消されていない存続期間満了日(2028/07/15),10年,(2023/01/04)
page-5461828,特許2008-310568(2008/12/05),5461828,フランス国(505277691)スネクマ,半径方向間隙を改善するための装置を備えるターボ機械モジュール,16,本権利は抹消されていない存続期間満了日(2028/12/05),10年,(2023/01/04)
page-5461838,特許2008-546439(2006/12/20),5461838,ベルギー(305060279)グラクソスミスクライン　バイオロジカルズ　ソシエテ　アノニム,肺炎球菌多糖類コンジュゲートワクチン,122,本権利は抹消されていない存続期間満了日(2026/12/20),10年,(2023/01/04)
page-5461852,特許2009-051205(2009/03/04),5461852,アメリカ合衆国(504199127)エヌエックスピー　ユーエスエイ　インコーポレイテッド,自動調整発振器,6,本権利は抹消されていない存続期間満了日(2029/03/04),10年,(2023/01/04)
page-5461957,特許2009-250089(2009/10/30),5461957,オランダアクゾ　ノーベル　コーティングス　インターナショナル　ビー　ヴィ,耐傷付き性に優れた塗装鋼板の製造方法及び塗装鋼板,4,本権利は抹消されていない存続期間満了日(2029/10/30),10年,(2023/01/04)
page-5462149,特許2010-504188(2008/04/15),5462149,アメリカ合衆国(508168790)ビザ　ユー．エス．エー．インコーポレイテッド,ポータブル装置のための情報取得防止,25,本権利は抹消されていない存続期間満了日(2028/04/15),10年,(2023/01/04)
page-5462154,特許2010-510509(2008/05/30),5462154,アメリカ合衆国(391008847)ボシュ・アンド・ロム・インコーポレイテッド,回折型眼内レンズ,11,本権利は抹消されていない存続期間満了日(2028/05/30),10年,(2023/01/04)
page-5462160,特許2010-517037(2008/05/28),5462160,アメリカ合衆国(504199127)エヌエックスピー　ユーエスエイ　インコーポレイテッド,メモリの動的電圧調整,4,本権利は抹消されていない存続期間満了日(2028/05/28),10年,(2023/01/04)
page-5462161,特許2010-517237(2007/07/20),5462161,ベルギー(591060898)アイメック,ＩＩＩ－Ｖ族ＭＥＳＦＥＴでのダマシンコンタクト製造方法,10,本権利は抹消されていない存続期間満了日(2027/07/20),10年,(2023/01/04)
page-5462243,特許2011-504292(2009/04/16),5462243,ルクセンブルク国(510275334)エスエムエスセ　オルディング　ソシエテ　ア　レスポンサビリテ　リミテ,無線通信システムおよびチャンネル切換方法,23,本権利は抹消されていない存続期間満了日(2029/04/16),10年,(2023/01/04)
page-5462248,特許2011-513474(2008/10/31),5462248,アメリカ合衆国(595117091)ベクトン・ディキンソン・アンド・カンパニー,使用不可にする機構を有する注射器,51,本権利は抹消されていない存続期間満了日(2028/10/31),10年,(2023/01/04)
page-5462277,特許2011-541428(2008/12/15),5462277,スウェーデン(503261731)カルメル　ファルマ　アクチボラゲット,接続装置及び医療装置を接続装置に接続する方法,19,本権利は抹消されていない存続期間満了日(2028/12/15),10年,(2023/01/04)
page-5462291,特許2011-553948(2010/03/10),5462291,大韓民国(511220773)キャタピラー　プレシジョン　シールズ　コリア,シール製造用合金鋳鉄、シール、及びシールの製造方法,5,本権利は抹消されていない存続期間満了日(2030/03/10),10年,(2023/01/04)
page-5462344,特許2012-265162(2012/12/04),5462344,アメリカ合衆国(511095986)ジーエム・グローバル・テクノロジー・オペレーションズ・エルエルシー アメリカ合衆国(510149563)ザ・ユナイテッド・ステイツ・オブ・アメリカ・アズ・リプレゼンテッド・バイ・ジ・アドミニストレーター・オブ・ザ・ナショナル・エアロノーティクス・アンド・スペース・アドミニストレーション,人間の把持補助デバイスのソフト製品,10,本権利は抹消されていない存続期間満了日(2032/12/04),10年,(2023/01/04)
page-5462415,特許2013-523389(2011/09/12),5462415,アメリカ合衆国(501091589)メディヴァンス　インコーポレイテッド,医療用冷却パッド,24,年金不納による抹消存続期間満了日(2031/09/12)本権利消滅日(2017/01/24)移記されている,3年,(2018/06/28)
page-5462477,特許2008-316502(2008/12/12),5462477,フランス国(505277691)スネクマ,エアフォイルの断面を局部的に肥大させて鋳造されたターボ機械ブレード,14,本権利は抹消されていない存続期間満了日(2028/12/12),10年,(2023/01/04)
page-5462632,特許2009-545182(2008/01/11),5462632,フランス国(595040744)サントル・ナショナル・ドゥ・ラ・ルシェルシュ・シャンティフィク フランス国(500026533)アンスティテュ・キュリ,Ｄｂａｉｔおよびその単独使用,19,本権利は抹消されていない存続期間満了日(2028/01/11),10年,(2023/01/04)
page-5462724,特許2010-140514(2010/06/21),5462724,スイス(505236469)キャタピラー　エス　エー　アール　エル,建設機械のクイックカプラー回路,1,本権利は抹消されていない存続期間満了日(2030/06/21),10年,(2023/01/04)
page-5462784,特許2010-504895(2008/04/25),5462784,アメリカ合衆国(508150854)パーデュー、ファーマ、リミテッド、パートナーシップ 大阪府大阪市(000001926)塩野義製薬株式会社,ＴＲＰＶ１アンタゴニストとその使用,39,本権利は抹消されていない存続期間満了日(2028/04/25),10年,(2023/01/04)
page-5462947,特許2012-524115(2009/08/11),5462947,デンマーク国(500011045)ヴェーデクス・アクティーセルスカプ,補聴器用保管システム,22,本権利は抹消されていない存続期間満了日(2029/08/11),10年,(2023/01/04)
page-5462952,特許2012-541320(2009/12/09),5462952,デンマーク国(500011045)ヴェーデクス・アクティーセルスカプ,補聴器における信号処理方法，補聴器をフィッティングする方法および補聴器,20,本権利は抹消されていない存続期間満了日(2029/12/09),10年,(2023/01/04)
page-5463004,特許2007-515252(2005/05/23),5463004,アメリカ合衆国(506395769)アゾレス　コーポレーション,高速リソグラフィ装置および方法,100,本権利は抹消されていない存続期間満了日(2025/05/23),10年,(2023/01/04)
page-5463036,特許2008-546269(2006/12/21),5463036,ドイツ(502343861)アムゲン　リサーチ　（ミュンヘン）　ゲーエムベーハー,可溶性ＣＥＡに対する抵抗性を有する医薬抗体組成物,27,本権利は抹消されていない存続期間満了日(2026/12/21),10年,(2023/01/04)
page-5463137,特許2009-503151(2007/03/20),5463137,アメリカ合衆国(599058372)フェデラル－モーグル　コーポレイション,ファブリックスリーブおよびファブリックスリーブを構成する方法,8,本権利は抹消されていない存続期間満了日(2027/03/20),10年,(2023/01/04)
page-5463299,特許2010-537371(2008/11/28),5463299,シンガポールマキシオン　ソーラー　プライベート　リミテッド,細長い、交差指型のエミッタ領域およびベース領域をうら側に有する裏面電極型太陽電池ならびにその製造方法,8,本権利は抹消されていない存続期間満了日(2028/11/28),10年,(2023/01/04)
page-5463311,特許2011-048730(2011/03/07),5463311,スイス国(504341564)モントレー　ブレゲ・エス　アー,時打ち機構のためのシーケンス制御装置,17,本権利は抹消されていない存続期間満了日(2031/03/07),10年,(2023/01/04)
page-5463371,特許2012-028542(2012/02/13),5463371,スイス国(504341564)モントレー　ブレゲ・エス　アー,時計用歯車セットまたは打方機構用歯車セット向けの調速機,20,本権利は抹消されていない存続期間満了日(2032/02/13),10年,(2023/01/04)
page-5464264,特許2012-281726(2003/08/06),5464264,アメリカ合衆国イー　インク　コーポレイション,電気泳動表示装置および電子機器,7,本権利は抹消されていない存続期間満了日(2023/08/06),10年,(2023/01/04)
page-5464567,特許2007-550423(2006/01/04),5464567,アメリカ合衆国(599056437)スリーエム　イノベイティブ　プロパティズ　カンパニー,太陽光制御多層フィルム,3,本権利は抹消されていない存続期間満了日(2026/01/04),10年,(2023/01/04)
page-5464654,特許2009-525678(2007/07/27),5464654,英国領バーミューダ(500332814)ボストン　サイエンティフィック　リミテッド,変形可能な先端を備えた長尺状医療器具及びその製造方法,50,本権利は抹消されていない存続期間満了日(2027/07/27),10年,(2023/01/04)
page-5464715,特許2011-102453(2008/04/23),5464715,ドイツ国(504147933)ハーマン　ベッカー　オートモーティブ　システムズ　ゲーエムベーハー,音同調方法,26,本権利は抹消されていない存続期間満了日(2028/04/23),10年,(2023/01/04)
page-5464826,特許2008-190067(2007/04/05),5464826,アメリカ合衆国(300057230)セミコンダクター・コンポーネンツ・インダストリーズ・リミテッド・ライアビリティ・カンパニー,モータ制御回路,3,本権利は抹消されていない存続期間満了日(2027/04/05),10年,(2023/01/04)
page-5464850,特許2008-319711(2008/12/16),5464850,ベルギー(591060898)アイメック,改良されたキャリア移動度を有するマルチゲート半導体デバイスの製造方法,23,本権利は抹消されていない存続期間満了日(2028/12/16),10年,(2023/01/04)
page-5465171,特許2010-507444(2008/05/08),5465171,アメリカ合衆国(509307484)レクシスネクシス　ア　ディヴィジョン　オブ　リード　エルザヴィア　インコーポレイテッド,文書を解析するためのシステムおよび方法,13,本権利は抹消されていない存続期間満了日(2028/05/08),10年,(2023/01/04)
page-5465195,特許2011-016080(2011/01/28),5465195,アメリカ合衆国(501410126)ブランソン・ウルトラソニックス・コーポレーション,超音波接合方法,4,本権利は抹消されていない存続期間満了日(2031/01/28),10年,(2023/01/04)
page-5465219,特許2011-196879(2011/09/09),5465219,アメリカ合衆国(506010792)カール・ストーツ・イメージング・インコーポレイテッド,内視鏡ビデオシステム,10,本権利は抹消されていない存続期間満了日(2031/09/09),10年,(2023/01/04)
page-5465283,特許2012-156711(2007/10/17),5465283,アメリカ合衆国(507236292)ドルビー　ラボラトリーズ　ライセンシング　コーポレイション,オーディオダイナミクス処理に限定を加える階層制御経路,12,本権利は抹消されていない存続期間満了日(2027/10/17),10年,(2023/01/04)
page-5465355,特許2013-514217(2011/06/01),5465355,アメリカ合衆国(597115727)ローズマウント　インコーポレイテッド,サーモカップルの極性検知機能を備えたプロセス変数送信機,21,本権利は抹消されていない存続期間満了日(2031/06/01),10年,(2023/01/04)
page-5465531,特許2009-533454(2007/10/11),5465531,アメリカ合衆国(591018693)シー・アール・バード・インコーポレーテッド,排泄物処理システム,18,本権利は抹消されていない存続期間満了日(2027/10/11),10年,(2023/01/04)
page-5465648,特許2010-246452(2003/06/06),5465648,大阪府大阪市武田薬品工業株式会社,臓器及び組織の保存方法,10,本権利は抹消されていない存続期間満了日(2023/06/06),10年,(2023/01/04)
page-5465676,特許2010-538947(2008/12/19),5465676,ベルギーグラクソスミスクライン　バイオロジカルズ　ソシエテ　アノニム,連鎖球菌属を培養するための発酵プロセスおよび連鎖球菌属由来の莢膜多糖（ｃｐ）を得るための精製プロセス,15,本権利は抹消されていない存続期間満了日(2028/12/19),10年,(2023/01/04)
page-5465713,特許2011-501923(2009/03/19),5465713,アメリカ合衆国(506200326)ワイルド　フレーバーズ　インク．,安定した天然着色の方法、製品、およびその使用,21,本権利は抹消されていない存続期間満了日(2029/03/19),10年,(2023/01/04)
page-5465729,特許2011-539609(2009/11/30),5465729,シンガポールマキシオン　ソーラー　プライベート　リミテッド,太陽電池を製造する方法、及び太陽電池,13,本権利は抹消されていない存続期間満了日(2029/11/30),10年,(2023/01/04)
page-5465864,特許2008-284303(2008/11/05),5465864,イスラエル(504273782)アプライド　マテリアルズ　イスラエル　リミテッド,ウェーハの電圧コントラストを強める装置及び方法,15,本権利は抹消されていない存続期間満了日(2028/11/05),10年,(2023/01/04)
page-5465881,特許2008-548836(2006/12/27),5465881,アメリカ合衆国(508194021)サンパワー・コーポレイション，システムズ,支持体付き光起電（ＰＶ）モジュールアセンブリ,11,本権利は抹消されていない存続期間満了日(2026/12/27),10年,(2023/01/04)
page-5465893,特許2009-043503(2009/02/26),5465893,アメリカ合衆国(300019238)ジーイー・メディカル・システムズ・グローバル・テクノロジー・カンパニー・エルエルシー,超音波診断装置及びその制御プログラム,13,本権利は抹消されていない存続期間満了日(2029/02/26),10年,(2023/01/04)
page-5466008,特許2009-537249(2007/09/17),5466008,英国領バーミューダ(500332814)ボストン　サイエンティフィック　リミテッド,医療用バルーンの収縮,28,本権利は抹消されていない存続期間満了日(2027/09/17),10年,(2023/01/04)
page-5466109,特許2010-177093(2010/08/06),5466109,アメリカ合衆国(509093510)ザーリンク　セミコンダクタ　（ユー．エス．）　インコーポレーテッド,リング・トリップ・プリカーサを検出する方法および装置,22,本権利は抹消されていない存続期間満了日(2030/08/06),10年,(2023/01/04)
page-5466115,特許2010-197676(2010/09/03),5466115,スイス国(506425538)ザ・スウォッチ・グループ・リサーチ・アンド・ディベロップメント・リミテッド,２つの波長の光波によって脈拍を測定するための方法及び装置,12,本権利は抹消されていない存続期間満了日(2030/09/03),10年,(2023/01/04)
page-5466166,特許2010-536784(2009/11/05),5466166,東京都港区(000107387)日本ゴア合同会社,通気栓,10,本権利は抹消されていない存続期間満了日(2029/11/05),10年,(2023/01/04)
page-5466167,特許2010-537157(2008/12/10),5466167,アメリカ合衆国(500239188)ヴァリアン　セミコンダクター　イクイップメント　アソシエイツ　インコーポレイテッド,加速／減速システム内の電気的ストレス低減技術,22,本権利は抹消されていない存続期間満了日(2028/12/10),10年,(2023/01/04)
page-5466176,特許2010-542308(2009/01/06),5466176,アメリカ合衆国(506076640)ボーシュ　アンド　ローム　インコーポレイティド,パッケージ液,20,本権利は抹消されていない存続期間満了日(2029/01/06),10年,(2023/01/04)
page-5466244,特許2011-537972(2009/11/25),5466244,フランス国(505277691)スネクマ,航空タービンエンジン内のタービンディストリビュータのブレード用耐摩耗装置,14,本権利は抹消されていない存続期間満了日(2029/11/25),10年,(2023/01/04)
page-5466263,特許2012-105696(2008/12/22),5466263,大阪府大阪市武田薬品工業株式会社,タンパク質の逆圧濾過,20,本権利は抹消されていない存続期間満了日(2028/12/22),10年,(2023/01/04)
page-5466291,特許2012-502614(2010/03/29),5466291,フランス国(505277691)スネクマ,偏心した前方端を備えるタービンエンジン用回転入口カウル,6,本権利は抹消されていない存続期間満了日(2030/03/29),10年,(2023/01/04)
