Page,出願記事,登録記事,権利者記事,発明等の名称(漢字)記事,請求項の数記事,登録細項目記事,最終納付年分記事,更新日付
page-5466320,特許2013-078069(2006/09/28),5466320,アメリカ合衆国(508095153)ヴィザ　インターナショナル　サーヴィス　アソシエイション,非接触トランザクションを行うリーダー、カード、システム、方法、プログラム、および、コンピュータ可読媒体,23,本権利は抹消されていない存続期間満了日(2026/09/28),10年,(2023/01/04)
page-5466350,特許2006-509035(2004/03/03),5466350,スイス国(511044009)ブラッコ・スイス・ソシエテ・アノニム 大阪府大阪市武田薬品工業株式会社,ＨＧＦレセプター（ｃＭｅｔ）を特異的に結合するペプチドおよびその使用,5,本権利は抹消されていない存続期間満了日(2024/03/03),10年,(2023/01/04)
page-5466351,特許2006-541365(2004/11/18),5466351,ドイツ連邦共和国(510204998)アディダス　アーゲー,移動式生理学的モニタリングからのデータを処理する方法及びシステム,5,本権利は抹消されていない存続期間満了日(2024/11/18),10年,(2023/01/04)
page-5466397,特許2008-319543(2008/12/16),5466397,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,内部通路に対する耐環境保護を有するタービンエンジン構成部品,8,本権利は抹消されていない存続期間満了日(2028/12/16),10年,(2023/01/04)
page-5466406,特許2008-551606(2007/01/24),5466406,カナダ国(597164909)イドロ－ケベック,低溶解速度の被覆金属酸化物粒子、その作製方法およびこれを電気化学系で用いる使用法,13,本権利は抹消されていない存続期間満了日(2027/01/24),10年,(2023/01/04)
page-5466426,特許2009-120801(2009/05/19),5466426,フランスジェエールテギャズ,流体パイプに流監視装置を挿入するツールセットおよびその設置方法,12,本権利は抹消されていない存続期間満了日(2029/05/19),10年,(2023/01/04)
page-5466700,特許2011-515570(2009/06/30),5466700,フランス(591034154)オランジュ,時間予測を実施する画像シーケンスの符号化方法及び装置と、対応する信号、データ記憶媒体、復号化方法及び装置、コンピュータプロダクト製品,10,本権利は抹消されていない存続期間満了日(2029/06/30),10年,(2023/01/04)
page-5466711,特許2011-540780(2009/12/02),5466711,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,タービンの寿命のモデル化,20,本権利は抹消されていない存続期間満了日(2029/12/02),10年,(2023/01/04)
page-5466941,特許2009-513235(2007/05/29),5466941,アメリカ合衆国(500413696)ビーイー・エアロスペース・インコーポレーテッド,冷却ユニット及びその診断方法,14,本権利は抹消されていない存続期間満了日(2027/05/29),10年,(2023/01/04)
page-5467055,特許2010-545235(2009/01/30),5467055,アメリカ合衆国(506192652)ボストン　サイエンティフィック　サイムド，インコーポレイテッド,医療システム,29,本権利は抹消されていない存続期間満了日(2029/01/30),10年,(2023/01/04)
page-5467127,特許2012-144580(2007/03/23),5467127,アメリカ合衆国エンベクタ　コーポレイション,改良された糖尿病データ管理のためのシステムおよび方法、および使用法,33,本権利は抹消されていない存続期間満了日(2027/03/23),10年,(2023/01/04)
page-5467129,特許2012-154746(2005/08/11),5467129,アメリカ合衆国(500362604)アプライド・ジェネティクス・インコーポレーテッド・ダーマティクス,炎症改善のための生体模倣エボジアルテカルパ果実抽出物,3,本権利は抹消されていない存続期間満了日(2025/08/11),10年,(2023/01/04)
page-5467145,特許2012-503737(2010/04/02),5467145,アメリカ合衆国(500277629)ハウメット　エアロスペース　インコーポレイテッド,適合性スリーブを具えた締結具,11,本権利は抹消されていない存続期間満了日(2030/04/02),10年,(2023/01/04)
page-5467175,特許2013-505332(2011/04/05),5467175,デンマーク国(512267380)ハーマン　プロフェッショナル　デンマーク　エーピーエス,制御された中間拡散光群を利用した、背景光を利用するＬＥＤ照明器具,14,本権利は抹消されていない存続期間満了日(2031/04/05),10年,(2023/01/04)
page-5684390,特許2013-528174(2010/09/10),5684390,アメリカ合衆国エアロジェット　ロケットダイン　インコーポレイテッド,ポンプ部材設計,1,本権利は抹消されていない存続期間満了日(2030/09/10),9年,(2022/12/28)
page-5684491,特許2010-101977(2010/04/27),5684491,アメリカ合衆国(300057230)セミコンダクター・コンポーネンツ・インダストリーズ・リミテッド・ライアビリティ・カンパニー,半導体装置及びその製造方法,6,本権利は抹消されていない存続期間満了日(2030/04/27),9年,(2022/12/28)
page-5684563,特許2010-502344(2008/04/07),5684563,アメリカ合衆国(595117091)ベクトン・ディキンソン・アンド・カンパニー,カルバペネマーゼ遺伝子の同定のための組成物および方法,10,本権利は抹消されていない存続期間満了日(2028/04/07),9年,(2022/12/28)
page-5684569,特許2010-528127(2008/10/02),5684569,アメリカ合衆国(505005049)スリーエム　イノベイティブ　プロパティズ　カンパニー,微生物濃縮プロセス,5,本権利は抹消されていない存続期間満了日(2028/10/02),9年,(2022/12/28)
page-5684663,特許2011-152206(2011/07/08),5684663,アメリカ合衆国(596170170)ゼロックス　コーポレイション,振動流式連続反応器を用いてトナーを製造するための連続プロセス,7,本権利は抹消されていない存続期間満了日(2031/07/08),9年,(2022/12/28)
page-5684699,特許2011-283907(2011/12/26),5684699,イタリア(511224209)フィアット・パワートレイン・テクノロジーズ・ソシエタ・ペル・アチオニ,互いに重なり離れて配置されたマニホールド部に合流する排気管の一体化された排気マニホールド及びサブグループを有する内燃機関用シリンダヘッド,1,本権利は抹消されていない存続期間満了日(2031/12/26),9年,(2022/12/28)
page-5684719,特許2011-539512(2009/12/04),5684719,大阪府大阪市武田薬品工業株式会社,ＰＬＫ阻害剤としての５，７－ジヒドロ－６Ｈ－ピリミド［５、－４Ｄ］［１］ベンゾアゼピン－６－チオン,35,本権利は抹消されていない存続期間満了日(2029/12/04),9年,(2022/12/28)
page-5684791,特許2012-506154(2010/04/14),5684791,アメリカ合衆国(505005049)スリーエム　イノベイティブ　プロパティズ　カンパニー,光学フィルム,3,本権利は抹消されていない存続期間満了日(2030/04/14),9年,(2022/12/28)
page-5684793,特許2012-507216(2010/04/21),5684793,アメリカ合衆国ダブリュ．エル．ゴア　アンド　アソシエイツ，インコーポレイティド,防沫性の音響的抵抗性カバー集成体,16,本権利は抹消されていない存続期間満了日(2030/04/21),9年,(2022/12/28)
page-5684825,特許2012-540098(2010/11/19),5684825,アメリカ合衆国(595038051)メドトロニック　ミニメド　インコーポレイテッド,分析物センサシステム,9,本権利は抹消されていない存続期間満了日(2030/11/19),9年,(2022/12/28)
page-5684832,特許2012-555483(2011/03/03),5684832,イギリス国(506352278)クローダ　インターナショナル　パブリック　リミティド　カンパニー,摩擦低減添加剤,14,本権利は抹消されていない存続期間満了日(2031/03/03),9年,(2022/12/28)
page-5684892,特許2013-501283(2011/03/07),5684892,アメリカ合衆国(503455363)レイセオン　カンパニー,デジタル／アナログ変換器（ＤＡＣ）,10,本権利は抹消されていない存続期間満了日(2031/03/07),9年,(2022/12/28)
page-5684893,特許2013-501382(2011/03/22),5684893,アメリカ合衆国(594197872)イーライ　リリー　アンド　カンパニー,神経性疾患の検出のためのイメージング剤,11,本権利は抹消されていない存続期間満了日(2031/03/22),9年,(2022/12/28)
page-5684902,特許2013-511496(2010/05/25),5684902,中華人民共和国(512305660)エマーソン　プロセス　マネージメント　（ティアンジン）　ヴァルブ　カンパニー，　リミテッド,密封表面からの汚染物質を受け止める空洞を有するバルブトリム装置,11,本権利は抹消されていない存続期間満了日(2030/05/25),9年,(2022/12/28)
page-5684913,特許2013-526486(2011/09/02),5684913,ドイツ連邦共和国(391018178)ダブリュ．エル．ゴア　アンド　アソシエーツ，ゲゼルシャフト　ミット　ベシュレンクテル　ハフツング スウェーデン国(513051737)ダブリュ．エル．ゴア　アンド　アソシエーツ　スカンジナビア　アクティエボラーグ デンマーク国(502004995)エッコ　スコ　アクティーゼルスカブ,履物の上側組立体及びこれを持つ履物,15,本権利は抹消されていない存続期間満了日(2031/09/02),9年,(2022/12/28)
page-5684917,特許2013-538876(2011/11/10),5684917,アメリカ合衆国(507236292)ドルビー　ラボラトリーズ　ライセンシング　コーポレイション,ダウンミックス制限,23,本権利は抹消されていない存続期間満了日(2031/11/10),9年,(2022/12/28)
page-5684923,特許2013-545540(2011/12/06),5684923,アメリカ合衆国バイオジェン・エムエイ・インコーポレイテッド,カゼインキナーゼ阻害剤としての新規縮合ピリジン化合物,13,本権利は抹消されていない存続期間満了日(2031/12/06),9年,(2022/12/28)
page-5684988,特許2010-016870(2010/01/28),5684988,アメリカ合衆国(390040660)アプライド　マテリアルズ　インコーポレイテッド,半導体製造装置用センサシステム,15,本権利は抹消されていない存続期間満了日(2030/01/28),9年,(2022/12/28)
page-5685083,特許2010-524097(2008/08/27),5685083,アメリカ合衆国(391026058)ザ　コカ・コーラ　カンパニー,選択可能な飲料を提供する方法および装置,39,本権利は抹消されていない存続期間満了日(2028/08/27),9年,(2022/12/28)
page-5685156,特許2011-153221(2004/08/30),5685156,イギリス(397009934)グラクソ　グループ　リミテッド,新規調製方法、塩、組成物及び使用,9,本権利は抹消されていない存続期間満了日(2024/08/30),9年,(2022/12/28)
page-5685183,特許2011-506449(2009/04/23),5685183,アメリカ合衆国(591007804)メドトロニック，インコーポレイテッド,ステント付き心臓弁装置,17,本権利は抹消されていない存続期間満了日(2029/04/23),9年,(2022/12/28)
page-5685185,特許2011-513488(2009/06/08),5685185,アメリカ合衆国(500106743)エス．シー．　ジョンソン　アンド　サン、インコーポレイテッド,動作検知回路を備える装置,17,本権利は抹消されていない存続期間満了日(2029/06/08),9年,(2022/12/28)
page-5685196,特許2011-540136(2009/12/14),5685196,イギリスグラクソスミスクライン　コンシューマー　ヘルスケア（ユーケー）アイピー　リミテッド,歯ブラシ,10,本権利は抹消されていない存続期間満了日(2029/12/14),9年,(2022/12/28)
page-5685253,特許2012-523059(2010/07/29),5685253,アメリカ合衆国(591018693)シー・アール・バード・インコーポレーテッド,管状フィルター,19,本権利は抹消されていない存続期間満了日(2030/07/29),9年,(2022/12/28)
page-5685255,特許2012-529331(2010/09/17),5685255,フランス国(505277691)スネクマ,ホール効果プラズマスラスタ,17,本権利は抹消されていない存続期間満了日(2030/09/17),9年,(2022/12/28)
page-5685256,特許2012-529979(2010/09/21),5685256,アメリカ合衆国(591007804)メドトロニック，インコーポレイテッド,ステント付き経カテーテル補綴心臓弁搬送システムおよび方法,14,本権利は抹消されていない存続期間満了日(2030/09/21),9年,(2022/12/28)
page-5685318,特許2013-534989(2011/10/18),5685318,アメリカ合衆国(503455363)レイセオン　カンパニー,電子デバイスをパッケージングするためのシステムおよび方法,6,本権利は抹消されていない存続期間満了日(2031/10/18),9年,(2022/12/28)
page-5685358,特許2008-044025(2008/02/26),5685358,フランス国(505277691)スネクマ,ターボ機械におけるブレード付きホイールの振動レベルを低減するための方法,7,本権利は抹消されていない存続期間満了日(2028/02/26),9年,(2022/12/28)
page-5685375,特許2009-535807(2007/11/09),5685375,英国(508098372)ゼニア・テクノロジー・リミテッド,インクジェットプリンティング,18,本権利は抹消されていない存続期間満了日(2027/11/09),9年,(2022/12/28)
page-5685383,特許2010-073993(2010/03/29),5685383,アメリカ合衆国(508177046)ジーイー－ヒタチ・ニュークリア・エナジー・アメリカズ・エルエルシー,蒸気乾燥器の羽根構成,3,本権利は抹消されていない存続期間満了日(2030/03/29),9年,(2022/12/28)
page-5685394,特許2010-129513(2010/06/07),5685394,アメリカ合衆国(508177046)ジーイー－ヒタチ・ニュークリア・エナジー・アメリカズ・エルエルシー,ジェットポンプ用ライザブレースクランプ,9,本権利は抹消されていない存続期間満了日(2030/06/07),9年,(2022/12/28)
page-5685402,特許2010-186777(2010/08/24),5685402,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,圧縮機用装置及び工具,6,本権利は抹消されていない存続期間満了日(2030/08/24),9年,(2022/12/28)
page-5685426,特許2010-268224(2010/12/01),5685426,アメリカ合衆国(508177046)ジーイー－ヒタチ・ニュークリア・エナジー・アメリカズ・エルエルシー,苛酷な環境用の緊急時流体供給源,18,本権利は抹消されていない存続期間満了日(2030/12/01),9年,(2022/12/28)
page-5685520,特許2011-285362(2011/12/27),5685520,アメリカ合衆国(508177046)ジーイー－ヒタチ・ニュークリア・エナジー・アメリカズ・エルエルシー,ジェットポンプ三点滑り継手クランプ用の方法および装置,9,本権利は抹消されていない存続期間満了日(2031/12/27),9年,(2022/12/28)
page-5685526,特許2011-507206(2010/03/30),5685526,大阪府大阪市(000002934)武田薬品工業株式会社,ヌクレオシドの製造方法,21,本権利は抹消されていない存続期間満了日(2030/03/30),9年,(2022/12/28)
page-5685559,特許2012-108070(2012/05/10),5685559,アメリカ合衆国(508177046)ジーイー－ヒタチ・ニュークリア・エナジー・アメリカズ・エルエルシー,ＢＷＲジェットポンプインレットミキサのコンプライアントストッパのための方法および装置,9,本権利は抹消されていない存続期間満了日(2032/05/10),9年,(2022/12/28)
page-5685560,特許2012-144585(2006/02/24),5685560,アメリカ合衆国(310019970)メドトロニック，インコーポレイテッド,ツーピース心臓弁を移植するために適合化されたプロテーゼ,9,本権利は抹消されていない存続期間満了日(2026/02/24),9年,(2022/12/28)
page-5686423,特許2013-253486(2009/08/12),5686423,アメリカ合衆国インテグリス・インコーポレーテッド,半導体プロセスシステムにおけるイオンソース（イオン源）のクリーニングおよびイオンインプランテーションシステム,21,本権利は抹消されていない存続期間満了日(2029/08/12),9年,(2022/12/28)
page-5686513,特許2009-276263(2009/12/04),5686513,アメリカ合衆国(596170170)ゼロックス　コーポレイション,薄膜トランジスタ中のチャネル形成方法,8,本権利は抹消されていない存続期間満了日(2029/12/04),9年,(2022/12/28)
page-5686682,特許2011-149237(2011/07/05),5686682,アメリカ合衆国(596170170)ゼロックス　コーポレイション,トナー粒子を製造するプロセス,9,本権利は抹消されていない存続期間満了日(2031/07/05),9年,(2022/12/28)
page-5686743,特許2011-542776(2009/12/16),5686743,フランス国(505277691)スネクマ,最適化された空洞部を備える圧縮機ケーシング,12,本権利は抹消されていない存続期間満了日(2029/12/16),9年,(2022/12/28)
page-5686755,特許2012-048279(2006/07/06),5686755,アメリカ合衆国(503125112)コノコフィリップス　カンパニー,液体復元及び生成の汎用性を拡張する統合ＮＧＬを有するＬＮＧ設備,33,本権利は抹消されていない存続期間満了日(2026/07/06),9年,(2022/12/28)
page-5686769,特許2012-157846(2012/07/13),5686769,アメリカ合衆国ジーイー・ハイブリッド・テクノロジーズ・エルエルシー,無線電力送信装置用コアアセンブリ及びそれを備える無線電力送信装置,11,本権利は抹消されていない存続期間満了日(2032/07/13),9年,(2022/12/28)
page-5686809,特許2012-526099(2010/08/20),5686809,フランス国(505277691)スネクマ,空気注入器を有するタービンエンジン圧縮機,7,本権利は抹消されていない存続期間満了日(2030/08/20),9年,(2022/12/28)
page-5686822,特許2012-552867(2010/12/21),5686822,アメリカ合衆国(507107291)テキサス　インスツルメンツ　インコーポレイテッド,１００ＢＡＳＥ－Ｔイーサネットのためのフォールトトレラントモード,8,本権利は抹消されていない存続期間満了日(2030/12/21),9年,(2022/12/28)
page-5686841,特許2013-094318(2007/10/29),5686841,ドイツ連邦共和国(597075904)フレゼニウス　メディカル　ケア　ドイッチェランド　ゲゼルシャフト　ミット　ベシュレンクテル　ハフツング,損傷しまたは傷害を受けた組織または臓器の内皮／上皮再生用医薬の製造のための、幹細胞由来微小胞（ＭＶ）の使用ならびにインビトロおよびインビボでの関連した方法,7,本権利は抹消されていない存続期間満了日(2027/10/29),9年,(2022/12/28)
page-5686885,特許2013-500039(2010/12/23),5686885,アメリカ合衆国(507107291)テキサス　インスツルメンツ　インコーポレイテッド,アナログ及びデジタルフィードバック制御を備えた位相ロック・ループ（ＰＬＬ）,20,本権利は抹消されていない存続期間満了日(2030/12/23),9年,(2022/12/28)
page-5686897,特許2013-521748(2010/07/29),5686897,アメリカ合衆国(595117091)ベクトン・ディキンソン・アンド・カンパニー,皮膚センサを備えた受動遮蔽針アセンブリ,19,本権利は抹消されていない存続期間満了日(2030/07/29),9年,(2022/12/28)
page-5686944,特許2008-259903(2008/10/06),5686944,アメリカ合衆国(390040660)アプライド　マテリアルズ　インコーポレイテッド,アモルファスカーボン層の高温堆積のための方法,5,本権利は抹消されていない存続期間満了日(2028/10/06),9年,(2022/12/28)
page-5686950,特許2008-316856(2008/12/12),5686950,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,耐濡れ性材料及びその物品,17,本権利は抹消されていない存続期間満了日(2028/12/12),9年,(2022/12/28)
page-5686953,特許2008-534920(2006/10/10),5686953,ドイツ(500522714)アムゲン　リサーチ　（ミュンヘン）　ゲーエムベーハー,交差種特異的（ｃｒｏｓｓ－ｓｐｅｃｉｅｓ－ｓｐｅｃｉｆｉｃ）抗体を含む組成物および該組成物の使用,41,本権利は抹消されていない存続期間満了日(2026/10/10),9年,(2022/12/28)
page-5686983,特許2010-077227(2010/03/30),5686983,アメリカ合衆国(300019238)ジーイー・メディカル・システムズ・グローバル・テクノロジー・カンパニー・エルエルシー,信号処理装置および磁気共鳴イメージング装置,12,本権利は抹消されていない存続期間満了日(2030/03/30),9年,(2022/12/28)
page-5687069,特許2010-543278(2009/01/16),5687069,アメリカ合衆国(506136483)バイオマリン　ファーマシューティカル　インコーポレイテッド,高度にリン酸化された活性なヒトリソソームスルファターゼ酵素の製造およびそれの使用,25,本権利は抹消されていない存続期間満了日(2029/01/16),9年,(2022/12/28)
page-5687070,特許2010-544345(2009/01/23),5687070,アメリカ合衆国(591007804)メドトロニック，インコーポレイテッド,人工心臓弁用のステント,4,本権利は抹消されていない存続期間満了日(2029/01/23),9年,(2022/12/28)
page-5687185,特許2011-504516(2009/04/17),5687185,アイルランドフラメル　アイルランド　リミテッド,多粒子系を含む二段階の放出プロフィールを有する固形経口剤,18,本権利は抹消されていない存続期間満了日(2029/04/17),9年,(2022/12/28)
page-5687211,特許2011-551116(2010/02/08),5687211,アメリカ合衆国(511200797)メドトロニック，インコーポレイテッド,心臓切開血静脈血貯血槽および方法,19,本権利は抹消されていない存続期間満了日(2030/02/08),9年,(2022/12/28)
page-5687249,特許2012-155648(2003/04/18),5687249,アメリカ合衆国(390040660)アプライド　マテリアルズ　インコーポレイテッド,走査による熱束処理,9,本権利は抹消されていない存続期間満了日(2023/04/18),9年,(2022/12/28)
page-5687269,特許2012-511046(2010/05/14),5687269,アメリカ合衆国(511275979)コレクシス・ホールディングス・インコーポレーテッド,知識発見のための方法およびシステム,12,本権利は抹消されていない存続期間満了日(2030/05/14),9年,(2022/12/28)
page-5687293,特許2013-001273(2006/08/29),5687293,大阪府大阪市(000002934)武田薬品工業株式会社,酸分泌抑制薬,15,本権利は抹消されていない存続期間満了日(2026/08/29),9年,(2022/12/28)
page-5687405,特許2007-550844(2006/01/13),5687405,イタリア国(507238285)ノバルティス　ヴァクシンズ　アンド　ダイアグノスティクス　エスアールエル,髄膜炎菌結合体ワクチン接種,34,本権利は抹消されていない存続期間満了日(2026/01/13),9年,(2022/12/28)
page-5687637,特許2012-001342(2006/05/10),5687637,スイス国(507372121)アイトヘネーシシェ　テフニーシェ　ホフシューレ　チューリッヒ,原核細胞由来の組み換えＮ－グリコシル化タンパク質,23,本権利は抹消されていない存続期間満了日(2026/05/10),9年,(2022/12/28)
page-5687668,特許2012-186635(2006/03/21),5687668,アメリカ合衆国(501229528)テキサス　インスツルメンツ　インコーポレイテッド,最適化されたＪＴＡＧインターフェイス,2,本権利は抹消されていない存続期間満了日(2026/03/21),9年,(2022/12/28)
page-5687685,特許2012-503735(2010/04/02),5687685,大韓民国(511239258)ドンウー　ファイン－ケム　カンパニー　リミテッド アメリカ合衆国ザ　ケマーズ　カンパニー　エフシー　リミテッド　ライアビリティ　カンパニー,エッチャント組成物および方法,2,本権利は抹消されていない存続期間満了日(2030/04/02),9年,(2022/12/28)
page-5687703,特許2012-532133(2010/09/21),5687703,アメリカ合衆国(509113977)ストラタシス，インコーポレイテッド,押し出し式デジタル製造システムにて使用する局所的表面パターンを有する消耗材料,15,本権利は抹消されていない存続期間満了日(2030/09/21),9年,(2022/12/28)
page-5687733,特許2013-141342(2006/03/07),5687733,イギリス国デブ　アイピー　リミテッド,シリコーン・ベースの界面活性剤を含むアルコール含有量の高い発泡性組成物,36,本権利は抹消されていない存続期間満了日(2026/03/07),9年,(2022/12/28)
page-5687756,特許2013-260872(2013/12/18),5687756,スイス国(591048416)ウーテーアー・エス・アー・マニファクチュール・オロロジェール・スイス,時計の香箱,9,本権利は抹消されていない存続期間満了日(2033/12/18),9年,(2022/12/28)
page-5687775,特許2013-552503(2011/02/02),5687775,アメリカ合衆国(595117091)ベクトン・ディキンソン・アンド・カンパニー,フラッシュバック血液採集ニードル,37,本権利は抹消されていない存続期間満了日(2031/02/02),9年,(2022/12/28)
page-5687898,特許2010-502546(2008/04/09),5687898,フランス国(509278690)アルセロールミタル・ガンドランジユ,高い特性を有する機械部品の冷間形成用の良好な水素耐性を備えたマイクロ合金化鋼,13,本権利は抹消されていない存続期間満了日(2028/04/09),9年,(2022/12/28)
page-5687905,特許2010-547273(2009/02/02),5687905,フランス(597136216)ベクトン・ディキンソン・フランス・エス．エー．エス．,特に、医療用途のための噴霧器,14,本権利は抹消されていない存続期間満了日(2029/02/02),9年,(2022/12/28)
page-5688017,特許2011-520556(2009/07/31),5688017,フランス国(511027965)エコール　ポリーテクニーク,短レーザーパルス発生装置,14,本権利は抹消されていない存続期間満了日(2029/07/31),9年,(2022/12/28)
page-5688024,特許2011-532087(2009/10/15),5688024,アメリカ合衆国(508296440)ニューヴェイジヴ，インコーポレイテッド,神経生理学的監視システム,14,本権利は抹消されていない存続期間満了日(2029/10/15),9年,(2022/12/28)
page-5688027,特許2011-537557(2009/11/18),5688027,アメリカ合衆国(594197872)イーライ　リリー　アンド　カンパニー,ｃ－Ｍｅｔ抗体,11,本権利は抹消されていない存続期間満了日(2029/11/18),9年,(2022/12/28)
page-5688028,特許2011-541274(2009/11/24),5688028,フランス(309014746)ジェムアルト　エスアー,トークンにより支援を受けた又は今後支援を受けるアプリケーションに関する１つの操作を管理する方法及びトークン,9,本権利は抹消されていない存続期間満了日(2029/11/24),9年,(2022/12/28)
page-5688030,特許2011-542729(2009/12/29),5688030,オランダ(506427990)ドルビー・インターナショナル・アクチボラゲット,三次元音場の符号化および最適な再現の方法および装置,17,本権利は抹消されていない存続期間満了日(2029/12/29),9年,(2022/12/28)
page-5688046,特許2012-112594(2005/12/01),5688046,アメリカ合衆国(505403186)ケアフュージョン　３０３、インコーポレイテッド,逐次的弁タイミングを有する弁付き雄型ルアー・コネクタ,6,本権利は抹消されていない存続期間満了日(2025/12/01),9年,(2022/12/28)
page-5688145,特許2013-524855(2011/07/21),5688145,アメリカ合衆国(591069732)マクダーミッド　インコーポレーテッド アメリカ合衆国(513037948)ケムテック　システムズ　インコーポレーテッド,ニッケルのｐＨを調整する方法及び装置,21,本権利は抹消されていない存続期間満了日(2031/07/21),9年,(2022/12/28)
page-5688156,特許2013-534884(2010/10/22),5688156,アメリカ合衆国(511076424)ヒューレット－パッカード　デベロップメント　カンパニー　エル．ピー．,流体カートリッジ,16,本権利は抹消されていない存続期間満了日(2030/10/22),9年,(2022/12/28)
page-5688160,特許2013-538892(2011/11/10),5688160,アメリカ合衆国(512269650)コヴィディエン　リミテッド　パートナーシップ,撮像を伴う可撓性減量カテーテル、および、その使用および製造方法,9,本権利は抹消されていない存続期間満了日(2031/11/10),9年,(2022/12/28)
page-5688161,特許2013-539845(2011/10/04),5688161,アメリカ合衆国(502304286)マクダーミッド　アキューメン　インコーポレーテッド,クロム電極からのクロムの電解溶解,27,本権利は抹消されていない存続期間満了日(2031/10/04),9年,(2022/12/28)
page-5688251,特許2010-194549(2010/08/31),5688251,アメリカ合衆国(300057230)セミコンダクター・コンポーネンツ・インダストリーズ・リミテッド・ライアビリティ・カンパニー,モータ制御用半導体装置,3,本権利は抹消されていない存続期間満了日(2030/08/31),9年,(2022/12/28)
page-5688408,特許2012-507284(2010/04/19),5688408,アメリカ合衆国(505005049)スリーエム　イノベイティブ　プロパティズ　カンパニー,歯科物質のための分注装置,3,本権利は抹消されていない存続期間満了日(2030/04/19),9年,(2022/12/28)
page-5688450,特許2013-510060(2010/05/13),5688450,アメリカ合衆国(591020353)オーチス　エレベータ　カンパニー,張力部材の間に所望の離間距離を有する織物の製造方法,18,本権利は抹消されていない存続期間満了日(2030/05/13),9年,(2022/12/28)
page-5688453,特許2013-516658(2011/06/20),5688453,アメリカ合衆国(390040660)アプライド　マテリアルズ　インコーポレイテッド,フェムト秒レーザ及びプラズマエッチングを用いたウェハダイシング,13,本権利は抹消されていない存続期間満了日(2031/06/20),9年,(2022/12/28)
page-5688458,特許2013-522260(2011/08/04),5688458,フランス(309014746)ジェムアルト　エスアー,セキュリティ部品及び携帯通信装置において複数の加入者プロファイルを安全に使用するシステムと方法,11,本権利は抹消されていない存続期間満了日(2031/08/04),9年,(2022/12/28)
page-5688476,特許2013-557110(2012/03/09),5688476,イタリア国(513206186)ダニエリ　アンド　チー．　オッフィチーネ　メッカーニケ　ソチエタ　ペル　アツィオーニ,連続マルチスタンド圧延機で管を圧延するためのプロセス,11,本権利は抹消されていない存続期間満了日(2032/03/09),9年,(2022/12/28)
